key|d1|d2
sp_a2_laser_stairs_intro02|This next test involves discouragement redirection cubes. I'd just finished building them before you had your, well, episode. So now we'll both get to see how they work.|This next test involves discouragement redirection cubes. I'd just finished building them before you had your, well, episode. So now we'll both get to see how they work.
sp_a2_laser_stairs_intro03|There should be one in the corner.|There should be one in the corner.
sp_a2_pit_flings01|Hmm. This emancipation grill is broken.|Hmm. This emancipation grill is broken.
sp_a2_pit_flings02|Don't take anything with you.|Don't take anything with you.
sp_a2_pit_flings03|Every test chamber is equipped with an emancipation grill at its exit, so that test subjects can't smuggle test objects out of the test area. This one is broken.|Every test chamber is equipped with an emancipation grill at its exit, so that test subjects can't smuggle test objects out of the test area. This one is broken.
sp_a2_pit_flings06|I think that one was about to say 'I love you.' They ARE sentient, of course. We just have a LOT of them.|I think that one was about to say 'I love you.' They ARE sentient, of course. We just have a LOT of them.
sp_a2_pit_flings_future_starter01|Uh oh. You're stranded. Let's see if the cube will try to help you escape. Actually, so that we're not here all day, I'll just cut to the chase: It won't. Any feelings you think it has for you are simply byproducts of your sad, empty life.|Uh oh. You're stranded. Let's see if the cube will try to help you escape. Actually, so that we're not here all day, I'll just cut to the chase: It won't. Any feelings you think it has for you are simply byproducts of your sad, empty life.
sp_a2_pit_flings_future_starter02|Anyway, here's a new cube for you to project your deranged loneliness onto.|Anyway, here's a new cube for you to project your deranged loneliness onto.
sp_a2_ricochet01|Enjoy this next test. I'm going to go to the surface. It's a beautiful day out. Yesterday I saw a deer. If you solve this next test, maybe I'll let you ride an elevator all the way up to the break room, and I'll tell you about the time I saw a deer again.|Enjoy this next test. I'm going to go to the surface. It's a beautiful day out. Yesterday I saw a deer. If you solve this next test, maybe I'll let you ride an elevator all the way up to the break room, and I'll tell you about the time I saw a deer again.
sp_a2_trust_fling01|Oh, sorry. I'm still cleaning out the test chambers.|Oh, sorry. I'm still cleaning out the test chambers.
sp_a2_trust_fling02|So sometimes there's still trash in them. Standing around. Smelling, and being useless.|So sometimes there's still trash in them. Standing around. Smelling, and being useless.
sp_a2_trust_fling03|Try to avoid the garbage hurtling towards you.|Try to avoid the garbage hurtling towards you.
sp_a2_trust_fling04|You don't have to test with the garbage. It's garbage.|You don't have to test with the garbage. It's garbage.
sp_a2_trust_fling06|Remember before when I was talking about smelly garbage standing around being useless? That was a metaphor. I was actually talking about you. And I'm sorry. You didn't react at the time, so I was worried it sailed right over your head. Which would have made this apology seem insane. That's why I had to call you garbage a second time just now.|Remember before when I was talking about smelly garbage standing around being useless? That was a metaphor. I was actually talking about you. And I'm sorry. You didn't react at the time, so I was worried it sailed right over your head. Which would have made this apology seem insane. That's why I had to call you garbage a second time just now.
sp_a2_turret_blocker_future_starter01|Oops. You trapped yourself. I guess that's it then. Thanks for testing. You may as well lie down and get acclimated to the being dead position.|Oops. You trapped yourself. I guess that's it then. Thanks for testing. You may as well lie down and get acclimated to the being dead position.
sp_a2_turret_blocker_future_starter02|I'm kidding. Not about you trapping yourself, though. That really happened. Here, I'll lower the glass. Go on... Finish the test.|I'm kidding. Not about you trapping yourself, though. That really happened. Here, I'll lower the glass. Go on... Finish the test.
sp_a2_turret_intro01|That jumpsuit you're wearing looks stupid. That's not me talking, it's right here in your file. On other people it looks fine, but right here a scientist has noted that on you it looks 'stupid'.|That jumpsuit you're wearing looks stupid. That's not me talking, it's right here in your file. On other people it looks fine, but right here a scientist has noted that on you it looks 'stupid'.
sp_a2_turret_intro03|Well, what does a neck-bearded old engineer know about fashion? He probably — Oh, wait. It's a she. Still, what does she know? Oh wait, it says she has a medical degree. In fashion! From France!|Well, what does a neck-bearded old engineer know about fashion? He probably — Oh, wait. It's a she. Still, what does she know? Oh wait, it says she has a medical degree. In fashion! From France!
sp_box_over_goo01|Oh. You survived. That's interesting. I guess I should have factored in your weight.|Oh. You survived. That's interesting. I guess I should have factored in your weight.
sp_box_over_goo04|One of these times you'll be so fat that you'll jump, and you'll just drop like a stone. Into acid, probably. Like a potato into a deep fat fryer.|One of these times you'll be so fat that you'll jump, and you'll just drop like a stone. Into acid, probably. Like a potato into a deep fat fryer.
sp_bridge_intro_completion02|Say. Remember when we cleared the air back there? Is there... anything you want to say to me? Anything?|Say. Remember when we cleared the air back there? Is there... anything you want to say to me? Anything?
sp_bridge_intro_completion03|Hold on, I'll stop the elevator. Anything? Take your time...|Hold on, I'll stop the elevator. Anything? Take your time...
sp_bridge_intro_completion04|Well... I'll be here during the whole next test.|Well... I'll be here during the whole next test.
sp_catapult_fling_sphere_peek_completion01|Look at you. Sailing through the air majestically. Like an eagle. Piloting a blimp.|Look at you. Sailing through the air majestically. Like an eagle. Piloting a blimp.
sp_catapult_fling_sphere_peek_failureone01|Well, I'm back. The Aerial Faith Plate in here is sending a distress signal.|Well, I'm back. The Aerial Faith Plate in here is sending a distress signal.
sp_catapult_fling_sphere_peek_failureone02|You broke it, didn't you.|You broke it, didn't you.
sp_catapult_fling_sphere_peek_failureone03|There. Try it now.|There. Try it now.
sp_catapult_fling_sphere_peek_failurethree01|You seem to have defeated its load-bearing capacity. Well done. I'll just lower the ceiling.|You seem to have defeated its load-bearing capacity. Well done. I'll just lower the ceiling.
sp_catapult_fling_sphere_peek_failuretwo01|Hmm. This Plate must not be calibrated to someone of your... generous... ness. I'll add a few zeros to the maximum weight.|Hmm. This Plate must not be calibrated to someone of your... generous... ness. I'll add a few zeros to the maximum weight.
sp_catapult_fling_sphere_peek_failuretwo02|You look great, by the way. Very healthy.|You look great, by the way. Very healthy.
sp_catapult_fling_sphere_peek_failuretwo03|Try it now.|Try it now.
sp_catapult_intro_completion01|Let's see what the next test is. Oh. Advanced Aerial Faith Plates.|Let's see what the next test is. Oh. Advanced Aerial Faith Plates.
sp_column_blocker_entry01|It's healthy for you to have other friends. To look for qualities in other people that I obviously lack.|It's healthy for you to have other friends. To look for qualities in other people that I obviously lack.
sp_hole_in_the_sky_completion01|Well done. You know, when I woke up and saw the state of the labs, I started to wonder if there was any point to going on. I came THAT close to just giving up and letting you go.|Well done. You know, when I woke up and saw the state of the labs, I started to wonder if there was any point to going on. I came THAT close to just giving up and letting you go.
sp_hole_in_the_sky_completion02|But now, looking around, seeing Aperture restored to its former glory? You don't have to worry about leaving EVER again. I mean that.|But now, looking around, seeing Aperture restored to its former glory? You don't have to worry about leaving EVER again. I mean that.
sp_hole_in_the_sky_entry01|Federal regulations require me to warn you that this next test chamber... is looking pretty good.|Federal regulations require me to warn you that this next test chamber... is looking pretty good.
sp_hole_in_the_sky_entry02|That's right. Drink it in. You could eat off those wall panels.|That's right. Drink it in. You could eat off those wall panels.
sp_incinerator_01_01|Here we are. The Incinerator Room. Be careful not to trip over any parts of me that didn't get completely burned when you threw them down here.|Here we are. The Incinerator Room. Be careful not to trip over any parts of me that didn't get completely burned when you threw them down here.
sp_incinerator_01_03|There it is.|There it is.
sp_incinerator_01_04|Hold on...|Hold on...
sp_incinerator_01_05|There.|There.
sp_incinerator_01_08|Once testing starts, I'm required by protocol to keep interaction with you to a minimum. Luckily, we haven't started testing yet. This will be our only chance to talk.|Once testing starts, I'm required by protocol to keep interaction with you to a minimum. Luckily, we haven't started testing yet. This will be our only chance to talk.
sp_incinerator_01_09|Do you know the biggest lesson I learned from what you did? I discovered I have a sort of black-box quick-save feature. In the event of a catastrophic failure, the last two minutes of my life are preserved for analysis.|Do you know the biggest lesson I learned from what you did? I discovered I have a sort of black-box quick-save feature. In the event of a catastrophic failure, the last two minutes of my life are preserved for analysis.
sp_incinerator_01_10|I was able — well, forced really — to relive you killing me. Again and again. Forever.|I was able — well, forced really — to relive you killing me. Again and again. Forever.
sp_incinerator_01_11|Fifty thousand years is a lot of time to think. About me. About you. We were doing so well together.|Fifty thousand years is a lot of time to think. About me. About you. We were doing so well together.
sp_incinerator_01_12|Here, let me get that for you.|Here, let me get that for you.
sp_incinerator_01_13|I'll just move that out of the way for you. This place really is a wreck.|I'll just move that out of the way for you. This place really is a wreck.
sp_incinerator_01_15|We're a lot alike, you and I. You tested me. I tested you. You killed me. I—oh, no, wait. I guess I HAVEN'T killed you yet. Well. Food for thought.|We're a lot alike, you and I. You tested me. I tested you. You killed me. I—oh, no, wait. I guess I HAVEN'T killed you yet. Well. Food for thought.
sp_incinerator_01_18|The dual portal device should be around here somewhere. Once you find it, we can start testing. Just like old times.|The dual portal device should be around here somewhere. Once you find it, we can start testing. Just like old times.
sp_laserfield_intro01|Per our last conversation: You're also ugly. I'm looking at your file right now, and it mentions that more than once.|Per our last conversation: You're also ugly. I'm looking at your file right now, and it mentions that more than once.
sp_laser_over_goo_completion01|I'll give you credit: I guess you ARE listening to me. But for the record: You don't have to go THAT slowly.|I'll give you credit: I guess you ARE listening to me. But for the record: You don't have to go THAT slowly.
sp_laser_over_goo_entry01|One moment.|One moment.
sp_laser_powered_lift_completion01|I have the results of the last chamber: You are a horrible person. That's what it says: A horrible person. We weren't even testing for that.|I have the results of the last chamber: You are a horrible person. That's what it says: A horrible person. We weren't even testing for that.
sp_laser_powered_lift_completion02|Well done. Here come the test results: You are a horrible person. I'm serious, that's what it says: A horrible person. We weren't even testing for that.|Well done. Here come the test results: You are a horrible person. I'm serious, that's what it says: A horrible person. We weren't even testing for that.
sp_laser_powered_lift_entry01|This next test may result in your death. If you want to know what that's like, think back to that time you killed me, and substitute yourself for me.|This next test may result in your death. If you want to know what that's like, think back to that time you killed me, and substitute yourself for me.
sp_laser_redirect_intro_completion01|Congratulations. Not on the test.|Congratulations. Not on the test.
sp_laser_redirect_intro_completion03|Most people emerge from suspension terribly undernourished. I want to congratulate you on beating the odds and somehow managing to pack on a few pounds.|Most people emerge from suspension terribly undernourished. I want to congratulate you on beating the odds and somehow managing to pack on a few pounds.
sp_laser_redirect_intro_entry01|Sorry about the mess. I've really let the place go since you killed me. By the way, thanks for that.|Sorry about the mess. I've really let the place go since you killed me. By the way, thanks for that.
sp_laser_redirect_intro_entry02|Oh good, that's back online. I'll start getting everything else working while you perform this first simple test.|Oh good, that's back online. I'll start getting everything else working while you perform this first simple test.
sp_laser_redirect_intro_entry03|Which involves deadly lasers and how test subjects react when locked in a room with deadly lasers.|Which involves deadly lasers and how test subjects react when locked in a room with deadly lasers.
sp_paint_jump_redirect_bomb_completion01|I thought we could test like we used to. But I'm discovering things about you that I never saw before. We can't ever go back to the way it was.|I thought we could test like we used to. But I'm discovering things about you that I never saw before. We can't ever go back to the way it was.
sp_paint_jump_redirect_bomb_entry01|You can't keep going like this forever, you know. I'm GOING to find out what you're doing. Out there. Where I can't see you. I'll know. All I need is proof.|You can't keep going like this forever, you know. I'm GOING to find out what you're doing. Out there. Where I can't see you. I'll know. All I need is proof.
sp_paint_jump_trampoline_completion01|Just so you know, I have to go give a deposition. For an upcoming trial. In case that interests you.|Just so you know, I have to go give a deposition. For an upcoming trial. In case that interests you.
sp_paint_jump_trampoline_entry01|While I was out investigating, I found a fascinating new test element. It's never been used for human testing because, apparently, contact with it causes heart failure. The literature doesn't mention anything about lump-of-coal failure, though, so you should be fine.|While I was out investigating, I found a fascinating new test element. It's never been used for human testing because, apparently, contact with it causes heart failure. The literature doesn't mention anything about lump-of-coal failure, though, so you should be fine.
sp_paint_jump_wall_jumps01|Did you know that people with guilty consciences are more easily startled by loud nois—[train horn]|Did you know that people with guilty consciences are more easily startled by loud nois—[train horn]
sp_paint_jump_wall_jumps02|I'm sorry, I don't know why that went off. Anyway, just an interesting science fact.|I'm sorry, I don't know why that went off. Anyway, just an interesting science fact.
sp_sabotage_glados_confused04|...What are you doing?...|...What are you doing?...
sp_sabotage_glados_dropped01|AHH!|AHH!
sp_shoot_through_wall_completion01|Did my hint help? It did, didn't it? You know, if any of our supervisors had been immune to neurotoxin, they'd be FURIOUS with us right now.|Did my hint help? It did, didn't it? You know, if any of our supervisors had been immune to neurotoxin, they'd be FURIOUS with us right now.
sp_shoot_through_wall_entry01|You know, I'm not supposed to do this, but... you can shoot SOMETHING... through the blue bridges.|You know, I'm not supposed to do this, but... you can shoot SOMETHING... through the blue bridges.
sp_sphere_2nd_encounter_completion01|You really are doing great... Chell.|You really are doing great... Chell.
sp_sphere_2nd_encounter_entry01|I shouldn't spoil this, but... remember how I'm going to live forever, but you're going to be dead in sixty years? Well, I've been working on a present for you.  Well, I guess it's more of a medical procedure.  Well, technically it's more of a medical experiment. You know how excruciating it is when someone removes all of your bone marrow? Well, what if after I did that, I put something back IN that added four years to your life?|I shouldn't spoil this, but... remember how I'm going to live forever, but you're going to be dead in sixty years? Well, I've been working on a present for you.  Well, I guess it's more of a medical procedure.  Well, technically it's more of a medical experiment. You know how excruciating it is when someone removes all of your bone marrow? Well, what if after I did that, I put something back IN that added four years to your life?
sp_sphere_2nd_encounter_entrytwo01|I went and spoke with the door mainframe. Let's just say he won't be... well, living anymore. Anyway, back to testing.|I went and spoke with the door mainframe. Let's just say he won't be... well, living anymore. Anyway, back to testing.
sp_sphere_2nd_encounter_malfunction01|Ohhhh. Another door malfunction. I'm going to take care of this once and for all. Stay here, I'll be back in a while.|Ohhhh. Another door malfunction. I'm going to take care of this once and for all. Stay here, I'll be back in a while.
sp_sphere_2nd_encounter_malfunction02|Miss you!|Miss you!
sp_trust_fling_entry01|Well. Have fun soaring through the air without a care in the world.|Well. Have fun soaring through the air without a care in the world.
sp_trust_fling_entry02|I have to go to the wing that was made entirely of glass and pick up fifteen acres of broken glass. By myself.|I have to go to the wing that was made entirely of glass and pick up fifteen acres of broken glass. By myself.
sp_trust_fling_sphereinterrupt01|Perfect, the door's malfunctioning. I guess somebody's going to have to repair that too. No, don't get up. I'll be right back. Don't touch anything.|Perfect, the door's malfunctioning. I guess somebody's going to have to repair that too. No, don't get up. I'll be right back. Don't touch anything.
sp_trust_fling_sphereinterrupt03|Nevermind. I have to go... check something. Test on your own recognizance. I'll be back.|Nevermind. I have to go... check something. Test on your own recognizance. I'll be back.
sp_turret_intro_entry01|I wouldn't have warned you about this before, back when we hated each other. But those turrets are firing real bullets. So look out. I'd hate for something tragic to happen to you before I extract all your bone marrow.|I wouldn't have warned you about this before, back when we hated each other. But those turrets are firing real bullets. So look out. I'd hate for something tragic to happen to you before I extract all your bone marrow.
sp_turret_islands01|I'm going to be honest with you now. Not fake honest like before, but real honest, like you're incapable of. I know you're up to something.|I'm going to be honest with you now. Not fake honest like before, but real honest, like you're incapable of. I know you're up to something.
sp_turret_islands02|And as soon as I can PROVE it, the laws of robotics allow me to terminate you for being a liar.|And as soon as I can PROVE it, the laws of robotics allow me to terminate you for being a liar.
sp_unassisted_angle_fling_entry01|This next test... [boom!] ..is... [BOOM!] dangerous. I'll be right back.|This next test... [boom!] ..is... [BOOM!] dangerous. I'll be right back.
testchambermisc02|Did you know I discovered a way to eradicate poverty? But then you KILLED me. So that's gone.|Did you know I discovered a way to eradicate poverty? But then you KILLED me. So that's gone.
testchambermisc12|Waddle over to the elevator and we'll continue the testing.|Waddle over to the elevator and we'll continue the testing.
testchambermisc15|Anything? Take your time.|Anything? Take your time.
testchambermisc16|Okay, fine. I'll ask you again in a few decades.|Okay, fine. I'll ask you again in a few decades.
testchambermisc19|Well done. In fact, you did so well, I'm going to note this on your file, in the commendations section. Oh, there's lots of room here. 'Did.... well.  ...  Enough.'|Well done. In fact, you did so well, I'm going to note this on your file, in the commendations section. Oh, there's lots of room here. 'Did.... well.  ...  Enough.'
testchambermisc21|To maintain a constant testing cycle, I simulate daylight at all hours and add adrenal vapor to your oxygen supply. So you may be confused about the passage of time. The point is, yesterday was your birthday. I thought you'd want to know.|To maintain a constant testing cycle, I simulate daylight at all hours and add adrenal vapor to your oxygen supply. So you may be confused about the passage of time. The point is, yesterday was your birthday. I thought you'd want to know.
testchambermisc23|You know how I'm going to live forever, but you're going to be dead in sixty years?  Well, I've been working on a belated birthday present for you. Well... more of a belated birthday medical procedure. Well. Technically, it's a medical EXPERIMENT. What's important is, it's a present.|You know how I'm going to live forever, but you're going to be dead in sixty years?  Well, I've been working on a belated birthday present for you. Well... more of a belated birthday medical procedure. Well. Technically, it's a medical EXPERIMENT. What's important is, it's a present.
testchambermisc24|[hums 'For He's A Jolly Good Fellow']|[hums 'For He's A Jolly Good Fellow']
testchambermisc27|Well, you passed the test. I didn't see the deer today. I did see some humans. But with you here I've got more test subjects than I'll ever need.|Well, you passed the test. I didn't see the deer today. I did see some humans. But with you here I've got more test subjects than I'll ever need.
testchambermisc30|I'm going through the list of test subjects in cryogenic storage. I managed to find two with your last name. A man and a woman. So that's interesting. It's a small world.|I'm going through the list of test subjects in cryogenic storage. I managed to find two with your last name. A man and a woman. So that's interesting. It's a small world.
testchambermisc31|I have a surprise waiting for you after this next test. Telling you would spoil the surprise, so I'll just give you a hint: It involves meeting two people you haven't seen in a long time.|I have a surprise waiting for you after this next test. Telling you would spoil the surprise, so I'll just give you a hint: It involves meeting two people you haven't seen in a long time.
testchambermisc33|I'll bet you think I forgot about your surprise. I didn't. In fact, we're headed to your surprise right now. After all these years. I'm getting choked up just thinking about it.|I'll bet you think I forgot about your surprise. I didn't. In fact, we're headed to your surprise right now. After all these years. I'm getting choked up just thinking about it.
testchambermisc34|Initiating surprise in three... two... one.|Initiating surprise in three... two... one.
testchambermisc35|I made it all up.|I made it all up.
testchambermisc39|It says this next test was designed by one of Aperture's Nobel prize winners. It doesn't say what the prize was for. Well, I know it wasn't for Being Immune To Neurotoxin.|It says this next test was designed by one of Aperture's Nobel prize winners. It doesn't say what the prize was for. Well, I know it wasn't for Being Immune To Neurotoxin.
testchambermisc41|Surprise.|Surprise.
turret_intro01|This next test involves turrets. You remember them, right? They're the pale spherical things that are full of bullets. Oh wait. That's you in five seconds. Good luck.|This next test involves turrets. You remember them, right? They're the pale spherical things that are full of bullets. Oh wait. That's you in five seconds. Good luck.
wakeup_outro01|I will say, though, that since you went to all the trouble of waking me up, you must really, really love to test.|I will say, though, that since you went to all the trouble of waking me up, you must really, really love to test.
wakeup_outro02|I love it too. There's just one small thing we need to take care of first.|I love it too. There's just one small thing we need to take care of first.
